report_received_date,manufacturer,component,recall_type,potentially_affected
01/11/2008,Newmar Corporation,STEERING,Vehicle,126.0
01/11/2008,Damon Corporation,STEERING,Vehicle,73.0
01/10/2008,"FLEETWOOD ENTERPRISES, INC.",ELECTRICAL SYSTEM,Vehicle,376.0
01/10/2008,Triple E Recreational Vehicles,STEERING,Vehicle,141.0
01/10/2008,"ALFA LEISURE,INC.",STEERING,Vehicle,602.0
01/09/2008,"Gillig, LLC","SERVICE BRAKES, AIR",Vehicle,249.0
01/09/2008,"Mercedes-Benz USA, LLC",ENGINE AND ENGINE COOLING,Vehicle,9004.0
01/09/2008,"Navistar, Inc.",EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,1027.0
01/09/2008,"WESTERN RECREATIONAL VEHICLES, INC.",EQUIPMENT,Vehicle,85.0
01/09/2008,Prevost Car (US) Inc.,EQUIPMENT,Vehicle,392.0
01/09/2008,"New Flyer of America, Inc.",ENGINE AND ENGINE COOLING,Vehicle,1049.0
01/09/2008,FOUR WINDS INTERNATIONAL,STEERING,Vehicle,55.0
01/08/2008,PACCAR Incorporated,"SERVICE BRAKES, AIR",Vehicle,2794.0
01/08/2008,VCAN SPORTS,EQUIPMENT,Equipment,29134.0
01/08/2008,"NABI Bus, LLC",STRUCTURE,Vehicle,92.0
01/07/2008,DANA CORPORATION,POWER TRAIN,Equipment,68.0
01/07/2008,INTERMOTIVE VEHICLE CONTROLS,EQUIPMENT ADAPTIVE/MOBILITY,Equipment,250.0
01/04/2008,MONACO COACH CORPORATION,STRUCTURE,Vehicle,113.0
01/03/2008,"Foreign Tire Sales, Inc.",TIRES,Tire,350.0
01/03/2008,"Foreign Tire Sales, Inc.",TIRES,Tire,7350.0
01/02/2008,TriMark Corporation,LATCHES/LOCKS/LINKAGES,Equipment,9297.0
01/02/2008,"Graco Children's Products, Inc.",CHILD SEAT,Child Seat,18.0
01/02/2008,"Femtec, Inc.",WHEELS,Equipment,4287.0
12/28/2007,"Nissan North America, Inc.",ELECTRICAL SYSTEM,Vehicle,114.0
12/28/2007,FREIGHTLINER LLC,ENGINE AND ENGINE COOLING,Vehicle,250.0
12/28/2007,Ducati North America,EQUIPMENT,Vehicle,865.0
12/21/2007,SPRINTER ENGINEERING & COMPLIANCE SUPPOR,ENGINE AND ENGINE COOLING,Vehicle,6101.0
12/21/2007,"Eldorado National- California, Inc.",EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,25.0
12/21/2007,HOST INDUSTRIES,EQUIPMENT,Vehicle,73.0
12/21/2007,Farber Specialty Vehicles,STEERING,Vehicle,32.0
12/21/2007,FREIGHTLINER LLC,STEERING,Vehicle,220.0
12/20/2007,ECO WHEEL CORPORATION,WHEELS,Equipment,26276.0
12/20/2007,"General Motors, LLC",POWER TRAIN,Vehicle,275936.0
12/20/2007,HI-LO TRAILER CO.,EQUIPMENT,Vehicle,114.0
12/20/2007,MONACO COACH CORPORATION,STEERING,Vehicle,96.0
12/20/2007,PACCAR Incorporated,STEERING,Vehicle,559.0
12/20/2007,Blue Bird Body Company,POWER TRAIN,Vehicle,58.0
12/20/2007,"Mercedes-Benz USA, LLC",VISIBILITY,Vehicle,3.0
12/19/2007,HELEN OF TROY,EQUIPMENT,Equipment,2100.0
12/19/2007,FOUR WINDS INTERNATIONAL,STEERING,Vehicle,1174.0
12/18/2007,RODIA HELMET MANUFACTURE,EQUIPMENT,Equipment,7500.0
12/18/2007,Truck Equipment Service Company,STRUCTURE,Vehicle,112.0
12/18/2007,"Kalmar Solutions, LLC",VISIBILITY,Vehicle,915.0
12/18/2007,Toyota Motor Engineering & Manufacturing,POWER TRAIN,Vehicle,15616.0
12/18/2007,"Big Dog Motorcycles, LLC",STRUCTURE,Vehicle,8061.0
12/18/2007,FREIGHTLINER LLC,"SERVICE BRAKES, AIR",Vehicle,31.0
12/17/2007,Dorel Juvenile Group,CHILD SEAT,Child Seat,500950.0
12/17/2007,Eaton Corporation,"SERVICE BRAKES, AIR",Equipment,22000.0
12/17/2007,Honda (American Honda Motor Co.),"FUEL SYSTEM, GASOLINE",Vehicle,25422.0
12/17/2007,Keystone RV Company,EQUIPMENT,Vehicle,223.0
12/17/2007,FEDERAL-MOGUL CORPORATION,WHEELS,Equipment,130000.0
12/15/2007,"REV Ambulance Group Orlando, Inc.",ELECTRICAL SYSTEM,Vehicle,1006.0
12/15/2007,"Winnebago Industries, Inc.",EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,4.0
12/14/2007,GIRARDIN MINIBUS INC.,ELECTRICAL SYSTEM,Vehicle,640.0
12/14/2007,"Mack Trucks, Inc.",VEHICLE SPEED CONTROL,Vehicle,126.0
12/14/2007,MONACO COACH CORPORATION,ENGINE AND ENGINE COOLING,Vehicle,125.0
12/14/2007,"Champion Bus, Inc.",EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,375.0
12/14/2007,"Forest River, Inc.",EQUIPMENT,Vehicle,64.0
12/14/2007,Volvo Trucks North America,ELECTRICAL SYSTEM,Vehicle,104845.0
12/14/2007,"FLEETWOOD ENTERPRISES, INC.",STEERING,Vehicle,238.0
12/13/2007,"Continental Automotive Systems, Inc.","SERVICE BRAKES, AIR",Equipment,10481.0
12/13/2007,"Volvo Car USA, LLC",EQUIPMENT,Vehicle,1695.0
12/13/2007,GIRARDIN MINIBUS INC.,EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,33.0
12/12/2007,"Bombardier Recreational Products, Inc.","SERVICE BRAKES, HYDRAULIC",Vehicle,476.0
12/12/2007,"Volvo Car USA, LLC",VISIBILITY,Vehicle,37000.0
12/12/2007,WEEKEND WARRIOR TRAILERS INC.,"FUEL SYSTEM, GASOLINE",Vehicle,289.0
12/12/2007,"Triumph Motorcycles America, Ltd.",EQUIPMENT,Vehicle,3698.0
12/12/2007,WEEKEND WARRIOR TRAILERS INC.,EQUIPMENT,Vehicle,6243.0
12/12/2007,"Winnebago Industries, Inc.",STEERING,Vehicle,1972.0
12/12/2007,"Genie Industries, Inc.",STRUCTURE,Vehicle,188.0
12/11/2007,"SAFELITE FULFILLMENT, INC.",VISIBILITY,Equipment,1657.0
12/11/2007,"Porsche Cars North America, Inc.",ELECTRICAL SYSTEM,Vehicle,37.0
12/11/2007,Blue Bird Body Company,EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,451.0
12/10/2007,FREIGHTLINER LLC,STEERING,Vehicle,10053.0
12/07/2007,"Suzuki Motor USA, LLC",POWER TRAIN,Vehicle,40424.0
12/05/2007,Ford Motor Company,ENGINE AND ENGINE COOLING,Vehicle,1176000.0
12/05/2007,Blue Bird Body Company,ELECTRICAL SYSTEM,Vehicle,1747.0
12/04/2007,"Chrysler (FCA US, LLC)",POWER TRAIN,Vehicle,576418.0
12/04/2007,Honda (American Honda Motor Co.),STEERING,Vehicle,43200.0
12/04/2007,"Maserati North America, Inc.",AIR BAGS,Vehicle,56.0
12/03/2007,Tucker Rocky Distribution,STRUCTURE,Equipment,128.0
12/03/2007,"Cottrell, Inc.",STRUCTURE,Vehicle,68.0
12/03/2007,Honda (American Honda Motor Co.),AIR BAGS,Vehicle,34300.0
11/29/2007,FREIGHTLINER LLC,ELECTRICAL SYSTEM,Vehicle,33303.0
11/29/2007,"Caterpillar, Inc.",ENGINE AND ENGINE COOLING,Equipment,307.0
11/29/2007,Braun Corporation,SUSPENSION,Vehicle,4000.0
11/28/2007,"New Flyer of America, Inc.",STEERING,Equipment,1409.0
11/28/2007,Toyota Motor Engineering & Manufacturing,"FUEL SYSTEM, GASOLINE",Vehicle,34343.0
11/28/2007,"TRW Automotive, Inc.",STEERING,Equipment,1416.0
11/27/2007,MONACO COACH CORPORATION,ELECTRICAL SYSTEM,Vehicle,207.0
11/27/2007,"KIDRON, INCORPORATED",SUSPENSION,Vehicle,863.0
11/27/2007,MONACO COACH CORPORATION,EQUIPMENT,Vehicle,98.0
11/27/2007,FONTAINE MODIFICATION CO.,STRUCTURE,Vehicle,293.0
11/21/2007,Ford Motor Company,AIR BAGS,Vehicle,45.0
11/21/2007,Honda (American Honda Motor Co.),STRUCTURE,Vehicle,410.0
11/21/2007,"Coachmen RV Company, LLC",ELECTRICAL SYSTEM,Vehicle,395.0
11/21/2007,Blue Bird Body Company,STEERING,Vehicle,12.0
11/20/2007,Harley-Davidson Motor Company,ENGINE AND ENGINE COOLING,Vehicle,538.0
11/20/2007,Ford Motor Company,ENGINE AND ENGINE COOLING,Vehicle,737.0
11/20/2007,"BMW of North America, LLC",EQUIPMENT,Vehicle,320.0
11/19/2007,R-VISION,ELECTRICAL SYSTEM,Vehicle,646.0
11/19/2007,Volvo Trucks North America,STEERING,Vehicle,2054.0
11/19/2007,"Mack Trucks, Inc.",STEERING,Vehicle,1058.0
11/16/2007,"Nissan North America, Inc.","SERVICE BRAKES, HYDRAULIC",Vehicle,1115.0
11/15/2007,"MOSS MOTORS, LTD",EQUIPMENT,Equipment,320.0
11/15/2007,KINEDYNE CORPORATION,EQUIPMENT,Equipment,645.0
11/14/2007,"Nissan North America, Inc.",ENGINE AND ENGINE COOLING,Vehicle,653910.0
11/13/2007,"Graco Children's Products, Inc.",CHILD SEAT,Child Seat,304675.0
11/13/2007,FREIGHTLINER LLC,TRAILER HITCHES,Vehicle,38000.0
11/13/2007,FREIGHTLINER LLC,VISIBILITY,Vehicle,5000.0
11/09/2007,"AUTOZONE PARTS, INC.",ELECTRICAL SYSTEM,Equipment,90000.0
11/08/2007,"Sumitomo Rubber Industries, Ltd.",TIRES,Tire,195.0
11/08/2007,"MIAMODA, INC.",CHILD SEAT,Child Seat,990.0
11/08/2007,"Gulf Stream Coach, Inc.",STEERING,Vehicle,139.0
11/07/2007,"LINK MANUFACTURING, LTD",EQUIPMENT,Equipment,1577.0
11/07/2007,"General Motors, LLC",ENGINE AND ENGINE COOLING,Vehicle,11974.0
11/07/2007,"General Motors, LLC",ENGINE AND ENGINE COOLING,Vehicle,20514.0
11/07/2007,Bridgestone Americas Tire Operations,TIRES,Tire,2101.0
11/07/2007,Ricon Corporation,EQUIPMENT ADAPTIVE/MOBILITY,Equipment,13093.0
11/07/2007,"General Motors, LLC",AIR BAGS,Vehicle,57100.0
11/07/2007,Ricon Corporation,EQUIPMENT ADAPTIVE/MOBILITY,Equipment,23241.0
11/06/2007,THULE TOWING SYSTEMS LLC,POWER TRAIN,Vehicle,73.0
11/06/2007,Keystone RV Company,SUSPENSION,Vehicle,62.0
11/05/2007,"Suzuki Motor USA, LLC",EXTERIOR LIGHTING,Vehicle,28221.0
11/05/2007,"Forest River, Inc.",EQUIPMENT,Vehicle,2983.0
11/05/2007,Chrysler Group Global Electric Motorcars,PARKING BRAKE,Vehicle,191.0
11/05/2007,"Tiffin Motorhomes, Inc.",EQUIPMENT,Vehicle,11438.0
11/02/2007,"Autocar, LLC",EQUIPMENT,Vehicle,49.0
11/02/2007,"Meritor, Inc.",SUSPENSION,Equipment,13.0
11/01/2007,Honda (American Honda Motor Co.),"FUEL SYSTEM, OTHER",Vehicle,6545.0
11/01/2007,PALOMINO RV,EQUIPMENT,Vehicle,105.0
11/01/2007,"EAST SIDE CUSTOM CHOPPERS, INC.",STRUCTURE,Vehicle,9.0
11/01/2007,"Jost International, Inc.",EQUIPMENT,Equipment,343.0
11/01/2007,"POLARIS INDUSTRIES, INC.",ELECTRICAL SYSTEM,Vehicle,326.0
10/30/2007,"Hino Motors Sales U.S.A., Inc.",VISIBILITY,Vehicle,100.0
10/30/2007,"Dorman Products, Inc.",ELECTRICAL SYSTEM,Equipment,23000.0
10/30/2007,"Caterpillar, Inc.",ENGINE AND ENGINE COOLING,Equipment,964.0
10/30/2007,J&L CARGO EXPRESS,EQUIPMENT,Vehicle,50.0
10/29/2007,Blue Bird Body Company,EQUIPMENT,Vehicle,17.0
10/26/2007,"Volvo Car USA, LLC",AIR BAGS,Vehicle,1601.0
10/25/2007,"SPYDER, INC.",EXTERIOR LIGHTING,Equipment,238.0
10/25/2007,Genera Corporation,EXTERIOR LIGHTING,Equipment,4654.0
10/25/2007,"Navistar, Inc.",ELECTRICAL SYSTEM,Vehicle,27.0
10/25/2007,GOSHEN COACH,SUSPENSION,Vehicle,4.0
10/25/2007,"NRC Modifications, Inc.",EQUIPMENT,Vehicle,2.0
10/25/2007,"FLEETWOOD ENTERPRISES, INC.",EQUIPMENT,Vehicle,46.0
10/25/2007,"FLEETWOOD ENTERPRISES, INC.",EQUIPMENT,Vehicle,133.0
10/25/2007,"Saleen, Inc.",SUSPENSION,Vehicle,500.0
10/24/2007,"HONEYWELL INTERNATIONAL, INC.",EQUIPMENT,Equipment,121680.0
10/24/2007,"Navistar, Inc.",POWER TRAIN,Vehicle,130.0
10/23/2007,Volvo Trucks North America,TRAILER HITCHES,Vehicle,6519.0
10/23/2007,"Mack Trucks, Inc.",TRAILER HITCHES,Vehicle,950.0
10/22/2007,U.S. BUS CORPORATION,EXTERIOR LIGHTING,Vehicle,137.0
10/22/2007,"ACTION AUTO BODY, INC.",STRUCTURE,Vehicle,1.0
10/18/2007,R-VISION,EXTERIOR LIGHTING,Vehicle,10.0
10/18/2007,"Winnebago Industries, Inc.",EXTERIOR LIGHTING,Vehicle,645.0
10/18/2007,"KES, INC.",EQUIPMENT,Vehicle,62.0
10/17/2007,Newmar Corporation,SEATS,Vehicle,13.0
10/17/2007,NATIONAL R.V. INC.,VEHICLE SPEED CONTROL,Vehicle,
10/16/2007,"LINK MANUFACTURING, LTD",SUSPENSION,Equipment,367.0
10/16/2007,GM DAEWOO AUTO & TECHNOLOGY COMPANY,EXTERIOR LIGHTING,Vehicle,144.0
10/16/2007,"Forest River, Inc.",EQUIPMENT,Vehicle,263.0
10/16/2007,Starcraft RV,EQUIPMENT,Vehicle,1014.0
10/16/2007,"Viking RV, LLC",EQUIPMENT,Vehicle,27.0
10/16/2007,"Kawasaki Motors Corp., U.S.A.",ENGINE AND ENGINE COOLING,Vehicle,33693.0
10/16/2007,"Coachmen RV Company, LLC",TIRES,Vehicle,193.0
10/16/2007,SCOTT HEALTH & SAFETY,TIRES,Vehicle,188.0
10/15/2007,TEST RITE PRODUCTS CORP.,EQUIPMENT,Equipment,15000.0
10/12/2007,MONACO COACH CORPORATION,SEATS,Vehicle,53.0
10/12/2007,"BMW of North America, LLC",ENGINE AND ENGINE COOLING,Vehicle,29250.0
10/12/2007,Keystone RV Company,EQUIPMENT,Vehicle,983.0
10/11/2007,"Mack Trucks, Inc.",EXTERIOR LIGHTING,Vehicle,61.0
10/11/2007,ADVANCED CARBON COMPOSITES INC.,EQUIPMENT,Equipment,5109.0
10/11/2007,Ducati North America,ENGINE AND ENGINE COOLING,Vehicle,8.0
10/10/2007,Ducati North America,ELECTRICAL SYSTEM,Vehicle,385.0
10/10/2007,"Foretravel, Inc.",SEATS,Vehicle,13.0
10/10/2007,"Chrysler (FCA US, LLC)",ENGINE AND ENGINE COOLING,Vehicle,102042.0
10/10/2007,PROGRESSIVE INDUSTRIES,EQUIPMENT,Vehicle,10.0
10/09/2007,"Chrysler (FCA US, LLC)","FUEL SYSTEM, GASOLINE",Vehicle,548.0
10/05/2007,WU'S INTERNATIONAL TRADE,EXTERIOR LIGHTING,Equipment,313.0
10/05/2007,Pierce Manufacturing,SUSPENSION,Vehicle,2604.0
10/04/2007,"General Motors, LLC",STRUCTURE,Vehicle,16677.0
10/04/2007,"General Motors, LLC",STEERING,Vehicle,990.0
10/03/2007,"Mercedes-Benz USA, LLC",SEAT BELTS,Vehicle,5823.0
10/03/2007,"FTCA, Inc.",EQUIPMENT,Vehicle,2129.0
10/02/2007,PACCAR Incorporated,ENGINE AND ENGINE COOLING,Vehicle,2.0
10/02/2007,GOSHEN COACH,EXTERIOR LIGHTING,Vehicle,1333.0
10/02/2007,"BMW of North America, LLC","SERVICE BRAKES, HYDRAULIC",Vehicle,510.0
10/01/2007,Utilimaster Corporation,EXTERIOR LIGHTING,Vehicle,454.0
09/28/2007,Wilson Trailer Company,TRAILER HITCHES,Vehicle,479.0
09/28/2007,Great Dane Trailers,TRAILER HITCHES,Vehicle,53.0
09/27/2007,"Evenflo Company, Inc.",CHILD SEAT,Child Seat,723214.0
09/27/2007,"NATIONAL RV, INC.",EXTERIOR LIGHTING,Vehicle,1150.0
09/27/2007,"Big Dog Motorcycles, LLC","FUEL SYSTEM, GASOLINE",Vehicle,104.0
09/27/2007,J&S CUSTOM TRAILERS,EQUIPMENT,Vehicle,41.0
09/27/2007,"S&S CANOPIES & CAMPERS MFG., INC.",EQUIPMENT,Vehicle,2054.0
09/26/2007,Toyota Motor Engineering & Manufacturing,EQUIPMENT,Equipment,55000.0
09/26/2007,"Triumph Motorcycles America, Ltd.","FUEL SYSTEM, GASOLINE",Vehicle,4696.0
09/26/2007,"General Motors, LLC",SEAT BELTS,Vehicle,1482.0
09/26/2007,Ford Motor Company,POWER TRAIN,Vehicle,1497.0
09/25/2007,"SONAR AUTO PARTS CO., LTD.",EXTERIOR LIGHTING,Equipment,700.0
09/25/2007,MASTERLOCK CO.,EQUIPMENT,Equipment,56406.0
09/25/2007,Ducati North America,"FUEL SYSTEM, GASOLINE",Vehicle,1516.0
09/25/2007,"Dodgen Industries, Inc.",EQUIPMENT,Vehicle,19.0
09/25/2007,"Suzuki Motor USA, LLC",EXTERIOR LIGHTING,Vehicle,93963.0
09/25/2007,ROLLING THUNDER CONVERSIONS,EQUIPMENT,Vehicle,2.0
09/25/2007,COUNTRY COACH INC,PARKING BRAKE,Vehicle,15.0
09/25/2007,"Nissan North America, Inc.",SEAT BELTS,Vehicle,3564.0
09/24/2007,"Volkswagen Group of America, Inc.",EXTERIOR LIGHTING,Vehicle,340000.0
09/24/2007,"Navistar, Inc.","SERVICE BRAKES, AIR",Vehicle,294.0
09/21/2007,Villa International,SEATS,Equipment,40.0
09/21/2007,FREIGHTLINER LLC,STRUCTURE,Vehicle,3581.0
09/21/2007,COUNTRY COACH INC,ENGINE AND ENGINE COOLING,Vehicle,49.0
09/21/2007,"Winnebago Industries, Inc.",EQUIPMENT,Vehicle,65.0
09/20/2007,COUNTRY COACH INC,EQUIPMENT,Vehicle,97.0
09/19/2007,Carefree Of Colorado,EQUIPMENT,Equipment,3992.0
09/19/2007,"Cummins, Inc.",EQUIPMENT,Equipment,65.0
09/18/2007,"Nissan North America, Inc.","FUEL SYSTEM, GASOLINE",Vehicle,372250.0
09/14/2007,"Chrysler (FCA US, LLC)","SERVICE BRAKES, HYDRAULIC",Vehicle,296550.0
09/14/2007,EAGLE EYES TRAFFIC INDUSTRIAL CO. LTD,EXTERIOR LIGHTING,Equipment,11300.0
09/14/2007,EAGLE EYES TRAFFIC INDUSTRIAL CO. LTD,EXTERIOR LIGHTING,Equipment,2388.0
09/14/2007,"TRANSPORT DESIGNS, INC.",EQUIPMENT,Vehicle,28.0
09/13/2007,"Chrysler (FCA US, LLC)","FUEL SYSTEM, GASOLINE",Vehicle,1158.0
09/12/2007,"Chrysler (FCA US, LLC)","SERVICE BRAKES, HYDRAULIC",Vehicle,28755.0
09/12/2007,"Chrysler (FCA US, LLC)",LATCHES/LOCKS/LINKAGES,Vehicle,72333.0
09/12/2007,"Chrysler (FCA US, LLC)",POWER TRAIN,Vehicle,1498.0
09/12/2007,"KINGSLEY COACH, INC.",EQUIPMENT,Vehicle,1.0
09/12/2007,"CACHE CAMPER MFG., INC.",EQUIPMENT,Vehicle,16.0
09/12/2007,"BUNK HOUSE CONVERSION, INC.",EQUIPMENT,Vehicle,81.0
09/11/2007,Starcraft RV,EQUIPMENT,Vehicle,13765.0
09/11/2007,Vintage Trailers Ltd.,EQUIPMENT,Vehicle,16.0
09/11/2007,"Horton Vans, Inc.",EQUIPMENT,Vehicle,42.0
09/11/2007,CHAMPION MOTORCYCLE ACCESSORIES,STRUCTURE,Vehicle,40.0
09/10/2007,"4-Star Trailers, Inc.",EQUIPMENT,Equipment,296.0
09/10/2007,PACCAR Incorporated,"FUEL SYSTEM, DIESEL",Vehicle,319.0
09/10/2007,Volvo Trucks North America,STRUCTURE,Vehicle,956.0
09/10/2007,"DOUBLE DUTY RV CONVERSIONS, INC.",EQUIPMENT,Vehicle,53.0
09/10/2007,Keystone RV Company,EQUIPMENT,Vehicle,317.0
09/07/2007,Blue Bird Body Company,ENGINE AND ENGINE COOLING,Vehicle,1339.0
09/07/2007,"DELTA TECH INDUSTRIES, LLC",EXTERIOR LIGHTING,Equipment,93.0
09/07/2007,"TRAVEL SUPREME, INC.",EQUIPMENT,Vehicle,12.0
09/07/2007,"Caterpillar, Inc.",ENGINE AND ENGINE COOLING,Equipment,1339.0
09/07/2007,"Franklin Coach Co., Inc.",EQUIPMENT,Vehicle,27.0
09/06/2007,Great Dane Trailers,"SERVICE BRAKES, AIR",Vehicle,180.0
09/06/2007,"BMW of North America, LLC",EQUIPMENT,Equipment,675.0
09/06/2007,"GRA-MAG TRUCK INTERIOR SYSTEMS, LLC",SEATS,Equipment,1471.0
09/06/2007,FREIGHTLINER LLC,STEERING,Vehicle,450.0
09/06/2007,MONACO COACH CORPORATION,EQUIPMENT,Vehicle,630.0
09/06/2007,Cruiser RV,EQUIPMENT,Vehicle,187.0
09/06/2007,MONACO COACH CORPORATION,EQUIPMENT,Vehicle,3463.0
09/06/2007,"TBEI, INCORPORATED",SUSPENSION,Equipment,301.0
09/05/2007,"Mack Trucks, Inc.","FUEL SYSTEM, DIESEL",Vehicle,35649.0
09/05/2007,Honda (American Honda Motor Co.),"SERVICE BRAKES, HYDRAULIC",Vehicle,260000.0
09/05/2007,"FORKS RV, INC.",EQUIPMENT,Vehicle,16.0
09/05/2007,REXHALL INDUSTRIES INC,EQUIPMENT,Vehicle,2345.0
09/05/2007,"LDV, Inc.",EQUIPMENT,Vehicle,3.0
09/05/2007,"SHOOK MOBILE TECHNOLOGY, L.P.",EQUIPMENT,Vehicle,1.0
09/05/2007,Doubletree RV,EQUIPMENT,Vehicle,338.0
09/05/2007,DYNAMAX CORPORATION,EQUIPMENT,Vehicle,900.0
09/05/2007,STEELE QUALITY LLC,EQUIPMENT,Vehicle,1.0
09/05/2007,"ShowHauler Trucks, Inc.",EQUIPMENT,Vehicle,2.0
09/05/2007,"HIGH TECH PERFORMANCE TRAILERS, INC.",EQUIPMENT,Vehicle,1.0
09/05/2007,"ERVIN EQUIPMENT, INC.",EQUIPMENT,Vehicle,1.0
09/05/2007,Lance Camper Manufacturing. Corp.,EQUIPMENT,Vehicle,7692.0
09/05/2007,FREIGHTLINER LLC,STEERING,Vehicle,413.0
09/05/2007,Honda (American Honda Motor Co.),EXTERIOR LIGHTING,Vehicle,130000.0
09/04/2007,"Carriage, Inc.",EQUIPMENT,Vehicle,88.0
09/03/2007,"Terex South Dakota, Inc.",EQUIPMENT,Equipment,172.0
08/31/2007,CARLISLE TIRE AND WHEEL,TIRES,Tire,4200.0
08/31/2007,Newell Coach Corp.,PARKING BRAKE,Vehicle,63.0
08/31/2007,"UNIVERSAL SPECIALTY VEHICLES, INC.",STEERING,Vehicle,5.0
08/31/2007,"4-Star Trailers, Inc.",EQUIPMENT,Vehicle,456.0
08/30/2007,Blue Bird Body Company,ENGINE AND ENGINE COOLING,Vehicle,1847.0
08/30/2007,"NABI Bus, LLC",ENGINE AND ENGINE COOLING,Vehicle,1.0
08/30/2007,Newell Coach Corp.,"SERVICE BRAKES, AIR",Vehicle,158.0
08/30/2007,Dorel Juvenile Group,CHILD SEAT,Child Seat,1267978.0
08/30/2007,FREIGHTLINER LLC,STEERING,Vehicle,4850.0
08/29/2007,"BMW of North America, LLC","SERVICE BRAKES, HYDRAULIC",Vehicle,6595.0
08/29/2007,"Winnebago Industries, Inc.",ENGINE AND ENGINE COOLING,Vehicle,108.0
08/29/2007,Tucker Rocky Distribution,EQUIPMENT,Equipment,57437.0
08/29/2007,GORE TRAILER MANUFACTURER,EQUIPMENT,Vehicle,17.0
08/28/2007,CEQUENT ELECTRICAL PRODUCTS,EQUIPMENT,Equipment,175.0
08/28/2007,"Volkswagen Group of America, Inc.","FUEL SYSTEM, GASOLINE",Vehicle,34358.0
08/28/2007,Marathon Homes Corporation,EQUIPMENT,Vehicle,251.0
08/28/2007,"Contract Manufacturer, LLC",EQUIPMENT,Vehicle,15.0
08/28/2007,"Northwood Manufacturing, Inc.",EQUIPMENT,Vehicle,3630.0
08/28/2007,"General Motors, LLC",PARKING BRAKE,Vehicle,9518.0
08/28/2007,Daimler Commercial Buses NA,ENGINE AND ENGINE COOLING,Vehicle,71.0
08/27/2007,K-TOOL INTERNATIONAL,ELECTRICAL SYSTEM,Equipment,14808.0
08/27/2007,Tadano America Corporation,STRUCTURE,Vehicle,15.0
08/27/2007,FEDERAL-MOGUL CORPORATION,"FUEL SYSTEM, GASOLINE",Equipment,34000.0
08/27/2007,DICK WALTERS RV'S,EQUIPMENT,Vehicle,1.0
08/27/2007,HARMAR INC.,EQUIPMENT,Vehicle,95.0
08/27/2007,TRAVEL UNITS INC.,EQUIPMENT,Vehicle,1.0
08/27/2007,ARI LEGACY SLEEPERS,EQUIPMENT,Vehicle,1.0
08/24/2007,Crane Carrier Company,ENGINE AND ENGINE COOLING,Vehicle,8.0
08/22/2007,"General Motors, LLC","SERVICE BRAKES, AIR",Vehicle,363.0
08/22/2007,"Navistar, Inc.",ENGINE AND ENGINE COOLING,Vehicle,49.0
08/22/2007,"Irbit Motorworks of America, Inc.",POWER TRAIN,Vehicle,308.0
08/22/2007,"BMW of North America, LLC","FUEL SYSTEM, GASOLINE",Vehicle,764.0
08/21/2007,"ANZO USA, INC.",EXTERIOR LIGHTING,Equipment,130.0
08/20/2007,"VISIONTREX, LLC",EXTERIOR LIGHTING,Equipment,48.0
08/20/2007,"PERFORMANCE DEPOT, INC.",EXTERIOR LIGHTING,Equipment,4065.0
08/20/2007,Prevost Car (US) Inc.,PARKING BRAKE,Vehicle,686.0
08/20/2007,"Winnebago Industries, Inc.",VISIBILITY,Vehicle,67.0
08/17/2007,"Piaggio Group Americas, Inc.",ENGINE AND ENGINE COOLING,Vehicle,159.0
08/17/2007,"NATIONAL RV, INC.",EQUIPMENT,Vehicle,152.0
08/16/2007,Vactor Manufacturing,STRUCTURE,Vehicle,344.0
08/15/2007,Harbor Freight Tools,ELECTRICAL SYSTEM,Equipment,295000.0
08/15/2007,Shyft Group,ELECTRICAL SYSTEM,Vehicle,1672.0
08/15/2007,"BMW of North America, LLC",ENGINE AND ENGINE COOLING,Vehicle,173.0
08/15/2007,"Graco Children's Products, Inc.",CHILD SEAT,Child Seat,276921.0
08/15/2007,"BMW of North America, LLC",STEERING,Vehicle,425.0
08/15/2007,"Suzuki Motor USA, LLC",VEHICLE SPEED CONTROL,Vehicle,13398.0
08/15/2007,"Mack Trucks, Inc.","SERVICE BRAKES, AIR",Vehicle,21847.0
08/15/2007,VANSCO ELECTRONICS LP,EQUIPMENT,Equipment,3160.0
08/15/2007,"FLEETWOOD ENTERPRISES, INC.",EQUIPMENT,Vehicle,41.0
08/15/2007,"Big Dog Motorcycles, LLC",EQUIPMENT,Equipment,1800.0
08/15/2007,"Mack Trucks, Inc.",PARKING BRAKE,Vehicle,18805.0
08/15/2007,Honda (American Honda Motor Co.),ELECTRICAL SYSTEM,Vehicle,6952.0
08/13/2007,Honda (American Honda Motor Co.),EQUIPMENT,Vehicle,744.0
08/13/2007,FREIGHTLINER LLC,STEERING,Vehicle,42000.0
08/10/2007,"FLEETWOOD ENTERPRISES, INC.",EQUIPMENT,Vehicle,56.0
08/10/2007,PACCAR Incorporated,ENGINE AND ENGINE COOLING,Vehicle,85.0
08/10/2007,"Watson & Chalin Manufacturing, Inc.",SUSPENSION,Equipment,991.0
08/10/2007,Newmar Corporation,STEERING,Vehicle,84.0
